model,target,horizon_event_steps,outer_test_unit,planned_count,predicted_count,matured_count,failed_count,metric_status,mae,rmse,mase_training_scale,mase,last_value_mae,relative_mae_vs_last_value,skill_vs_last_value,comparison_status
exponential,esr_ratio,2,stress2:column:03,5,5,5,0,OK,0.044172505142492338,0.055176649858244067,0.052486833334000005,0.84159211628182196,0.079270000000000035,0.55724113968074074,0.44275886031925926,OK
exponential,esr_ratio,2,stress2:column:04,5,5,5,0,OK,0.045188583426808072,0.053289052588671872,0.052305033334000009,0.86394330614897041,0.087559999999999943,0.51608706517597192,0.48391293482402808,OK
exponential,esr_ratio,2,stress2:column:05,5,5,5,0,OK,0.047290941407631591,0.058278238827940455,0.05245940000000001,0.90147697853257147,0.080243333339999973,0.58934417900181923,0.41065582099818077,OK
exponential,esr_ratio,2,stress2:column:06,5,5,5,0,OK,0.056426141009867425,0.067960278187634698,0.052558633334000002,1.0735846316872464,0.075839999999999949,0.74401557238749294,0.25598442761250706,OK
exponential,esr_ratio,3,stress2:column:01,4,4,4,0,OK,0.07598461274518542,0.080905447055584917,0.052256633334000005,1.4540663624372288,0.13042500000000001,0.58259239214249881,0.41740760785750119,OK
exponential,esr_ratio,3,stress2:column:02,4,4,4,0,OK,0.053499068703621366,0.082902783617821219,0.052756633334000005,1.014072834498764,0.12120750000000002,0.4413841445753881,0.5586158554246119,OK
exponential,esr_ratio,3,stress2:column:03,4,4,4,0,OK,0.069793518015877576,0.083975002187026471,0.052486833334000005,1.3297338319449845,0.12334250000000008,0.56585133279994759,0.43414866720005241,OK
exponential,esr_ratio,3,stress2:column:04,4,4,4,0,OK,0.042957856708477515,0.062283847955336716,0.052305033334000009,0.82129489210273543,0.13925749999999998,0.30847786803926197,0.69152213196073808,OK
exponential,esr_ratio,3,stress2:column:05,4,4,4,0,OK,0.059067994896851272,0.07411187667013891,0.05245940000000001,1.1259754190259756,0.12908625000000001,0.45758548952232531,0.54241451047767475,OK
exponential,esr_ratio,3,stress2:column:06,4,4,4,0,OK,0.060777107541445108,0.076465593054705447,0.052558633334000002,1.1563677304015552,0.12704749999999992,0.47838097988110861,0.52161902011889139,OK
global_drift,capacity_ratio,1,stress2:column:01,6,6,6,0,OK,0.012093029100529082,0.013762967130084076,0.021647333333999999,0.55863828185873499,0.024159999999999959,0.5005392839622973,0.4994607160377027,OK
global_drift,capacity_ratio,1,stress2:column:02,6,6,6,0,OK,0.014290621693121694,0.016532562200125708,0.020801333333999996,0.68700508105235369,0.029699999999999966,0.48116571357312155,0.51883428642687845,OK
global_drift,capacity_ratio,1,stress2:column:03,6,6,6,0,OK,0.013969093915343881,0.016078066945875644,0.020928333333999995,0.66747283180212957,0.029114999999999985,0.47979027701679161,0.52020972298320833,OK
global_drift,capacity_ratio,1,stress2:column:04,6,6,6,0,OK,0.01561051984126984,0.018309377504371921,0.020602333333999998,0.75770640093022001,0.031308333333333292,0.49860590390002218,0.50139409609997787,OK
